time_s,ECG1,ECG2,NIBP
0.0,-0.06601498862045957,0.2192257981956036,82.62304417747531
0.01,-0.060200456593144984,0.18969556460450357,87.20087857797814
0.02,-0.05849619720582864,0.1671176438233499,94.97633030723219
0.03,-0.1420049071843295,0.08431673798030025,103.98550840742176
0.04,-0.23017526783990155,0.037417119598449004,111.6488031938635
0.05,-0.2812027989071968,0.005573247482071752,116.83320065243295
0.06,-0.3751876915900834,-0.043058750485208755,119.80650409555953
0.07,-0.3972428130730008,-0.06332303274108518,121.17527658130989
0.08,-0.39258116239592966,-0.04711616583002991,121.2874335241222
0.09,-0.43027537002127936,-0.08937710992721203,120.3878890644234
0.1,-0.4245109632700623,-0.07258898407630877,118.43773160980919
0.11,-0.4331826360349367,-0.10443285619268602,114.98146663742956
0.12,-0.41869643124274775,-0.07954129688625512,110.7629922373662
0.13,-0.4030573451003154,-0.08127367647168439,106.52162866530033
0.14,-0.40651598915104564,-0.07664639942112993,102.79527146329103
0.15,-0.407668870501289,-0.09053962780690797,99.89063553617198
0.16,-0.3717290475393532,-0.056382117165253494,97.81458763554394
0.17,-0.39373404374617305,-0.0870634714019348,96.54652750660466
0.18,-0.3368919806515632,-0.03495531702968111,95.92851986253679
0.19,-0.3954884284095869,-0.0928532663321852,95.78431807892095
0.2,-0.3676689001754525,-0.058695755690530725,95.82780750572572
0.21,-0.3316789519374191,-0.05811449675068275,95.8621412637295
0.22,-0.37749345429057024,-0.07606514048128195,95.63782737810486
0.23,-0.3438593940291212,-0.061009394215807956,95.08848725004451
0.24,-0.3717290475393532,-0.07085660449087952,94.16834253554345
0.25,-0.3519796887569226,-0.07085660449087952,92.93232724740768
0.26,-0.3061651864037715,-0.03089790168485996,91.60933310566236
0.27,-0.2962905070125562,-0.0621719120955039,90.37560673472684
0.28,-0.25513765533647625,-0.03206041956455591,89.43257284822327
0.29,-0.21102741237064143,-0.0592770146303787,88.80540953535439
0.3,-0.1530324679257882,-0.01700467329908191,88.46664978971717
0.31,-0.2104760343335685,-0.03726895555495834,88.43460494891364
0.32,-0.23248103054038835,-0.004262565558885144,88.29955883409882
0.33,-0.30385942370328467,-0.04711616583002991,88.40027119090988
0.34,-0.31082683708084263,-0.05059232223500308,89.0732128477838
0.35,-0.3769420762534973,-0.11948860245816002,90.22911603391076
0.36,-0.3560398361208233,-0.08416857393680958,91.49717616285004
0.37,-0.3618543681481379,-0.09632942273715839,92.55236699216594
0.38,-0.36997466287593933,-0.09632942273715839,93.22530864903986
0.39,-0.36997466287593933,-0.11601244605318684,93.50455654747053
0.4,-0.3833079863178848,-0.11196642794248035,93.33746559185218
0.41,-0.42796960732079253,-0.11253628964821366,92.8659486486004
0.42,-0.3177441251823031,0.03626599895286772,92.29371934853754
0.43,0.39223028546324684,0.26264926017248164,91.62077769166362
0.44,1.5123297051388653,0.22849174953082718,90.81278991997488
0.45,1.7582944349494918,-0.16522570296031533,89.90408979147506
0.46,0.3522303151374103,-0.3342922738172731,88.96105590497147
0.47,-0.25919780270037696,-0.18607124415603973,88.00657743246664
0.48,-0.25162888600964844,-0.057533237810834775,87.23292341878165
0.49,-0.2812027989071968,-0.08358731499696162,86.52564800390397
0.5,-0.27598977019305265,-0.05290596076028031,85.98775246184489
0.51,-0.27253112614232244,-0.05059232223500308,85.4269677477833
0.52,-0.26380932810135055,-0.029746781039278677,84.8661830337217
0.53,-0.24295721324477412,-0.03495531702968111,84.29395373365884
0.54,-0.23423541520380226,-0.01931831182435914,83.81099220440579
0.55,-0.20987453102039802,-0.007738721963858323,83.49741054797136
0.56,-0.19709258561552545,0.01252556029201811,83.21587373234043
0.57,-0.18260638082333652,-0.001367668093759939,82.90229207590598
0.58,-0.15939837799017573,0.028151168263225414,82.54293207546651
0.59,-0.12170417036482599,0.039730758123726236,82.18357207502704
0.6,-0.09558890151800789,0.07563204558492463,81.8036118197853
0.61,-0.042255607750225826,0.09764010466034499,81.43280723334458
0.62,0.0012531319024384883,0.13931978981767915,81.1398258317124
0.63,0.040150346154129164,0.13527377170697266,80.94984570409153
0.64,0.11032573269068452,0.1995427748795751,81.03911347490133
0.65,0.15964900437066343,0.20185641340485236,82.05997054621346
0.66,0.17528809051309574,0.1977989980600312,85.26903246096595
0.67,0.17874673456382598,0.1520618975578759,91.72149004847468
0.68,0.14165403025164672,0.12311292290662386,100.4834650910371
0.69,0.06912275573850701,0.05074048627849374,108.92270280836406
0.7,-0.0010526307980483303,0.018315355222268518,115.10506816624313
0.71,-0.06947363267118979,-0.041326370899779495,118.90695963586073
0.72,-0.09789466421849471,-0.03322293744425186,120.96011836448625
0.73,-0.1570926152896889,-0.1021192176674088,121.6788383653652
0.74,-0.15649111197651844,-0.08358731499696162,121.38814588093327
0.75,-0.1449121731979868,-0.09053962780690797,120.08575199399021
0.76,-0.15649111197651844,-0.0870634714019348,117.35965160849078
0.77,-0.14952369859896042,-0.09401578421188116,113.36549109405206
0.78,-0.1460650545482302,-0.07606514048128195,108.87692446435904
0.79,-0.13734325650725832,-0.08879585098736405,104.61267172029065
0.8,-0.11824552631409577,-0.07432136366173803,101.01220496429518
0.81,-0.1309773464428708,-0.10559537407238197,98.37537234960554
0.82,-0.12170417036482599,-0.08937710992721203,96.75939680622804
0.83,-0.0926816355043506,-0.07606514048128195,95.83925209172698
0.84,-0.08977436949069331,-0.06159065315565593,95.43640266448273
0.85,-0.08285708138923285,-0.07375150195600472,95.35629056247393
0.86,-0.11533826030043846,-0.09170214568660393,95.33340139047141
0.87,-0.10837084692288047,-0.09749194061685433,95.17775502085432
0.88,-0.10140343354532248,-0.07837877900655918,94.68334890560001
0.89,-0.07353378003509049,-0.06563667126636241,93.82042712110523
0.9,-0.11243099428678117,-0.08358731499696162,92.60730100497199
0.91,-0.08922299145362036,-0.08243619435138033,91.2728622772254
0.92,-0.1048620775960527,-0.08358731499696162,90.05058049229115
0.93,-0.10140343354532248,-0.09806180232258764,89.18536979059611
0.94,-0.1338846124565281,-0.11601244605318684,88.70240826134307
0.95,-0.10721796557263706,-0.11080391006278441,88.55820647772723
0.96,-0.09619040483117837,-0.08879585098736405,88.70240826134307
0.97,-0.06776937328387345,-0.09227200739233724,89.13043577779008
0.98,-0.0016040088351212652,-0.0569519788709868,89.78048826266148
0.99,-0.006265659512192442,-0.08822598928163074,90.65485463315753
1.0,0.07669167242923548,-0.040163853020083545,91.77871297848097
1.01,0.06857137770143408,-0.06679918914605837,92.90028240660416
1.02,0.10045105329946923,0.029894945082769336,93.80898253510398
1.03,0.00010025055219507907,-0.041326370899779495,94.47047960597664
1.04,-0.045714251800956056,-0.04942980435530713,94.68334890560001
1.05,-0.09964904888190859,-0.12469713844856245,94.45903501997537
1.06,-0.114736756987268,-0.11717496393288279,93.86391654791001
1.07,-0.11298237232385411,-0.13048693337881287,93.05592877622125
1.08,-0.11298237232385411,-0.12006986139800799,92.15867323372271
1.09,-0.1269171990789701,-0.15016995669484132,91.13781616241057
1.1,-0.10952372827312389,-0.11890734351831204,90.17418202110473
1.11,-0.09558890151800789,-0.1287545537933836,89.17392520459485
1.12,-0.15824549663993231,-0.09632942273715839,88.25378049009379
1.13,0.06451123033753338,0.1034298995905954,87.48012647640881
1.14,0.889372773798644,0.25338330883725807,86.76140647552987
1.15,1.9224547141689339,0.10747591770130188,86.08846481865595
1.16,1.7199987240109715,-0.23180834465819503,85.4498569197858
1.17,0.36265637256569855,-0.36903104339877557,84.91196137772673
1.18,0.007669167242923549,-0.1385903668343405,84.49537844728097
