time_s,ECG,NIBP
0.0,-0.09611408187240728,-1.343581877319778
0.01,-0.09674059237540993,-1.4049821244015959
0.02,-0.09703542084741118,-1.374282000860687
0.03,-0.09522959645640353,-1.4049821244015959
0.04,-0.09825158829441634,-1.2821816302379603
0.05,-0.09873068456141837,-1.374282000860687
0.06,-0.10024168048042477,-1.343581877319778
0.07,-0.1031531116414371,-1.374282000860687
0.08,-0.10588027500744866,-1.343581877319778
0.09,-0.10742812448545522,-1.4356822479425049
0.1,-0.1103027020874674,-1.374282000860687
0.11,-0.11443030069548489,-1.4356822479425049
0.12,-0.11689948914849535,-1.3128817537788693
0.13,-0.11947923827850629,-1.4049821244015959
0.14,-0.12161674470051534,-1.2821816302379603
0.15,-0.12773443549454128,-1.343581877319778
0.16,-0.13230427681056062,-1.2821816302379603
0.17,-0.1353631222075736,-1.4049821244015959
0.18,-0.13915903878458968,-1.374282000860687
0.19,-0.1379428713375845,-1.4049821244015959
0.2,-0.13809028557358516,-1.253287396317105
0.21,-0.14236529841760326,-1.4356822479425049
0.22,-0.14722996820562387,63.139318785929305
0.23,-0.14693513973362263,80.71784834752974
0.24,-0.14280754112560515,81.05374381685968
0.25,-0.14144395944259935,81.47993376719229
0.26,-0.1435814658646084,81.17473842140326
0.27,-0.1477090644726259,81.02304369331877
0.28,-0.15062049563363825,81.02304369331877
0.29,-0.14892523191963106,81.02304369331877
0.3,-0.14601380075861872,81.17473842140326
0.31,-0.1454241438146162,80.68714822398883
0.32,-0.14800389294462715,80.04605740886984
0.33,-0.14741423600062464,79.49706696437359
0.34,-0.1484829892116292,78.52008067992466
0.35,-0.151504981049642,76.71960872873136
0.36,-0.15320024476364918,75.80402269136425
0.37,-0.15076790986963887,74.85773653045624
0.38,-0.14512931534261497,74.43154658012362
0.39,-0.1466403112616214,73.72905551792283
0.4,-0.151984077316644,73.3028655675902
0.41,-0.1542689979746537,72.84416960409662
0.42,-0.15563257965765948,72.53897425830759
0.43,-0.15076790986963887,72.08208418443407
0.44,-0.14634548278962012,71.50058772677684
0.45,-0.1482987214166284,71.28749275161054
0.46,-0.15043622783863747,71.04369765290332
0.47,-0.15946534979367571,70.46400708486615
0.48,-0.16340868060669242,69.79221614620627
0.49,-0.16433001958169632,69.24322570171002
0.5,-0.16374036263769384,68.96873047946188
0.51,-0.1466403112616214,68.75563550429558
0.52,-0.12253808367551924,68.51003451596831
0.53,-0.12497041856952955,68.45044015850654
0.54,-0.13993296352359297,68.08384456563569
0.55,-0.15349507323565043,67.74794909630575
0.56,-0.15976017826567698,67.31995325635307
0.57,-0.15684874710466465,66.92446342956137
0.58,-0.15320024476364918,66.92446342956137
0.59,-0.1542689979746537,66.83236305893864
0.6,-0.17700764387775006,66.64996820731324
0.61,-0.23239854305498478,66.19127224381965
0.62,0.03235742480213711,66.09917187319694
0.63,0.9967045031592234,65.97817726865335
0.64,1.825393630836735,65.76327640386698
0.65,1.2338203017662281,65.58088155224159
0.66,0.15456382644665495,65.79397652740789
0.67,-0.13153035207155736,65.33708645353437
0.68,-0.07812954508033107,65.03189110774534
0.69,-0.09290782223939369,64.51360078679
0.7,-0.12725533922753923,64.14700519391914
0.71,-0.12574434330853282,64.05490482329641
0.72,-0.11962665251450691,63.811109724589194
0.73,-0.1171943176204966,63.62871487296379
0.74,-0.11155572309347271,63.41381400817743
0.75,-0.10116301945542867,63.23141915655203
0.76,-0.09169165479238854,63.32351952717476
0.77,-0.0810409762413434,63.20071903301112
0.78,-0.06530450654827673,62.9569239343039
0.79,-0.05494865646923284,62.86482356368118
0.8,-0.03983869727916881,62.59032834143305
0.81,-0.020306311009086045,62.498227970810326
0.82,-0.001363581683005778,62.498227970810326
0.83,0.02517098079710666,61.82824292177049
0.84,0.06272475741826579,61.644042180525034
0.85,0.10514320382744553,61.18715210665151
0.86,0.151504981049642,61.30814671119509
0.87,0.21452456693990904,60.91265688440338
0.88,0.2856519358102104,60.941551118324234
0.89,0.3642237235985434,60.78985639023975
0.9,0.4475496204978965,60.78985639023975
0.91,0.5181978931011958,62.13343826755953
0.92,0.5784534620664512,74.85773653045624
0.93,0.6089682089185805,85.72196848469788
0.94,0.5813648932274635,94.96992922899169
0.95,0.4817128696910412,100.73794067544245
0.96,0.33127664185240374,102.2025171573058
0.97,0.17700764387775006,101.68422683635046
0.98,0.0496048904142102,100.92033552706785
0.99,-0.03784860509316038,100.76864079898336
1.0,-0.094160843245399,100.58444005773791
1.01,-0.12205898740851721,99.97404936615983
1.02,-0.13993296352359297,99.76095439099352
1.03,-0.14969915665863434,99.30225842749995
1.04,-0.151504981049642,98.66297350200102
1.05,-0.14969915665863434,96.73970105664408
1.06,-0.14722996820562387,94.35953853741361
1.07,-0.14557155805061686,91.94867589464224
1.08,-0.14512931534261497,89.62810773287353
1.09,-0.1426601268896045,87.1883508561813
1.1,-0.1411491309705981,85.14227791666072
1.11,-0.13565795067957484,83.73910168187918
1.12,-0.13764804286558327,82.57972054580486
1.13,-0.13853252828158702,81.60273426135593
1.14,-0.13915903878458968,81.20543854494417
1.15,-0.14144395944259935,81.08444394040059
1.16,-0.14387629433660967,81.08444394040059
1.17,-0.1477090644726259,80.71784834752974
1.18,-0.14722996820562387,80.35125275465889
1.19,-0.1501413993666362,79.64876169245808
1.2,-0.1541215837386531,78.52008067992466
1.21,-0.151984077316644,77.36069954385034
1.22,-0.15349507323565043,76.1399181606942
1.23,-0.15625909016066214,75.9575233090688
1.24,-0.1542689979746537,76.01892355615061
1.25,-0.156701332868664,75.89612306198698
1.26,-0.1585440108186718,75.255032246868
1.27,-0.16097634571268213,75.1033375187835
1.28,-0.1616028562156848,75.19363199978618
